id,file_path,speech,speaker
ahw_a0045,train/ahw/arctic_a0045.wav,He moved away as quietly as he had come. ,ahw
rxr_c0049,train/rxr/arctic_c0049.wav,She had dressed for him almost as on that night of the Brokaw ball.,rxr
aew_b0481,train/aew/arctic_b0481.wav,The task we set ourselves was threefold.,aew
awb_a0482,train/awb/arctic_a0482.wav,"I tried to read George Moore last night, and was dreadfully bored.",awb
bdl_a0587,train/bdl/arctic_a0587.wav,He had comparatively no advantages at first.,bdl
jmk_a0055,train/jmk/arctic_a0055.wav,"Philip stood undecided, his ears strained to catch the slightest sound.",jmk
axb_a0161,train/axb/arctic_a0161.wav,Take away their foreman and they wouldn't be worth their grub.,axb
ksp_a0541,train/ksp/arctic_a0541.wav,The Warden with a quart of champagne.,ksp
jmk_b0125,train/jmk/arctic_b0125.wav,It was the third or fourth time that Philip had heard MacDougall swear.,jmk
ksp_b0407,train/ksp/arctic_b0407.wav,"Of course much grumbling went on, and little outbursts were continually occurring.",ksp
ksp_b0081,train/ksp/arctic_b0081.wav,You were going to leave after you saw me on the rock.,ksp
jmk_b0169,train/jmk/arctic_b0169.wav,He drew in a deep breath as he looked at them.,jmk
lnh_a0544,train/lnh/arctic_a0544.wav,He may anticipate the day of his death.,lnh
jmk_a0174,train/jmk/arctic_a0174.wav,They were the presage of storm.,jmk
rms_a0518,train/rms/arctic_a0518.wav,Illuminating oil was becoming all profit.,rms
lnh_a0358,train/lnh/arctic_a0358.wav,"They continued valiantly to lie, but the truth continued to outrun them.",lnh
eey_a0095,train/eey/arctic_a0095.wav,A big canvas tent was the first thing to come within his vision.,eey
lnh_b0273,train/lnh/arctic_b0273.wav,Then it was that a strange thing happened.,lnh
rms_a0365,train/rms/arctic_a0365.wav,These rumors may even originate with us.,rms
slp_a0302,train/slp/arctic_a0302.wav,"It is very plausible to such people, a most convincing hypothesis.",slp
rxr_a0234,train/rxr/arctic_a0234.wav,"Why, the average review is more nauseating than cod liver oil.",rxr
jmk_b0440,train/jmk/arctic_b0440.wav,"There were stir and bustle, new faces, and fresh facts.",jmk
fem_a0411,train/fem/arctic_a0411.wav,It will break our hearts and our backs to hoist anchor by hand.,fem
ksp_a0047,train/ksp/arctic_a0047.wav,Close beside him gleamed the white fangs of the wolf-dog.,ksp
awb_a0107,train/awb/arctic_a0107.wav,"Only, it is so wonderful, so almost IMPOSSIBLE to believe.",awb
gka_a0041,train/gka/arctic_a0041.wav,Meanwhile I'll go out to breathe a spell.,gka
gka_a0569,train/gka/arctic_a0569.wav,"At Lake Linderman I had one canoe, very good Peterborough canoe.",gka
jmk_b0360,train/jmk/arctic_b0360.wav,This state of mind comes of an undue prominence of the ego.,jmk
aup_a0579,train/aup/arctic_a0579.wav,There was the Emma Louisa.,aup
ahw_a0090,train/ahw/arctic_a0090.wav,The singing voice approached rapidly. ,ahw
aew_b0314,train/aew/arctic_b0314.wav,He had been born with this endowment.,aew
rms_a0259,train/rms/arctic_a0259.wav,Think of investing in such an adventure.,rms
eey_a0015,train/eey/arctic_a0015.wav,It's the aurora borealis.,eey
awb_a0245,train/awb/arctic_a0245.wav,I only read the quotations.,awb
rms_a0200,train/rms/arctic_a0200.wav,"He leapt again, and the club caught him once more.",rms
slt_a0137,train/slt/arctic_a0137.wav,Then he stepped back with a low cry of pleasure.,slt
awb_b0324,train/awb/arctic_b0324.wav,Not till the twentieth of May did the river break.,awb
lnh_b0472,train/lnh/arctic_b0472.wav,Ernest saw in the affair the most sinister import.,lnh
ljm_a0409,train/ljm/arctic_a0409.wav,He could feel a new stir in the land.,ljm
gka_a0119,train/gka/arctic_a0119.wav,Jeanne was turning the bow shoreward.,gka
bdl_b0031,train/bdl/arctic_b0031.wav,Gregson had seated himself under the lamp and was sharpening a pencil.,bdl
fem_a0441,train/fem/arctic_a0441.wav,Violent life and athletic sports had never appealed to me.,fem
axb_a0041,train/axb/arctic_a0041.wav,Meanwhile I'll go out to breathe a spell.,axb
rms_b0099,train/rms/arctic_b0099.wav,Fifty yards ahead of her were the first of the rocks.,rms
aew_b0008,train/aew/arctic_b0008.wav,Burke himself had criticized it because of the smile.,aew
eey_a0240,train/eey/arctic_a0240.wav,Wash your hands of me.,eey
ksp_b0457,train/ksp/arctic_b0457.wav,It was sanctification and salvation.,ksp
rxr_a0384,train/rxr/arctic_a0384.wav,The farmer works the soil and produces grain.,rxr
jmk_a0221,train/jmk/arctic_a0221.wav,I don't know why you're here at all.,jmk
rxr_a0267,train/rxr/arctic_a0267.wav,"Eli Harding asked, as Shunk started to follow.",rxr
bdl_b0090,train/bdl/arctic_b0090.wav,The Churchill narrowed and its current became swifter as they progressed.,bdl
gka_a0421,train/gka/arctic_a0421.wav,"By golly, the boy wins.",gka
ljm_a0515,train/ljm/arctic_a0515.wav,But here amongst ourselves let us speak out.,ljm
rxr_a0500,train/rxr/arctic_a0500.wav,Who the devil gave it to you to be judge and jury.,rxr
awb_a0023,train/awb/arctic_a0023.wav,A combination of Canadian capital quickly organized and petitioned for the same privileges.,awb
bdl_a0405,train/bdl/arctic_a0405.wav,It seemed the ordained order of things that dogs should work.,bdl
jmk_a0380,train/jmk/arctic_a0380.wav,But in the canyons water was plentiful and also a luxuriant forest growth.,jmk
aew_a0107,train/aew/arctic_a0107.wav,If you only could know how I thank you.,aew
clb_a0533,train/clb/arctic_a0533.wav,"Dunham, can your boy go along with Jesse.",clb
clb_a0542,train/clb/arctic_a0542.wav,"Without a doubt, some of them have dinner engagements.",clb
clb_b0132,train/clb/arctic_b0132.wav,"There is no need of further detail, now -- for you can understand.",clb
bdl_b0287,train/bdl/arctic_b0287.wav,Or have they already devised one.,bdl
slt_b0175,train/slt/arctic_b0175.wav,Sheldon glanced at the thermometer.,slt
bdl_a0184,train/bdl/arctic_a0184.wav,"Don't you see, I'm chewing this thing in two.",bdl
eey_a0386,train/eey/arctic_a0386.wav,"I can't argue with you, and you know that.",eey
ahw_a0065,train/ahw/arctic_a0065.wav,They closed now until his fingers were like cords of steel. ,ahw
slt_a0558,train/slt/arctic_a0558.wav,"And the foundation stone of service, in his case, was obedience.",slt
awb_b0173,train/awb/arctic_b0173.wav,To these he gave castor-oil.,awb
rms_a0173,train/rms/arctic_a0173.wav,The date was nearly eighteen years old.,rms
ljm_a0454,train/ljm/arctic_a0454.wav,The sharp voice of Wolf Larsen aroused me.,ljm
awb_a0449,train/awb/arctic_a0449.wav,"He deluged me, overwhelmed me with argument.",awb
awb_b0326,train/awb/arctic_b0326.wav,Our Mr Howison will call upon you at your hotel.,awb
awb_a0138,train/awb/arctic_a0138.wav,"About him, everywhere, were the evidences of luxury and of age.",awb
awb_b0494,train/awb/arctic_b0494.wav,Thus he turned the tenets and jargon of psychology back on me.,awb
rxr_a0405,train/rxr/arctic_a0405.wav,It seemed the ordained order of things that dogs should work.,rxr
ksp_b0488,train/ksp/arctic_b0488.wav,"Beyond refusing to sell us food, they left us to ourselves.",ksp
rms_a0440,train/rms/arctic_a0440.wav,"Yes, sir, I corrected.",rms
axb_a0442,train/axb/arctic_a0442.wav,You live on an income which your father earned.,axb
ksp_b0345,train/ksp/arctic_b0345.wav,"Daylight made no answer, and the door closed behind him.",ksp
bdl_a0151,train/bdl/arctic_a0151.wav,"And MacDougall was beyond the trail, with three weeks to spare.",bdl
bdl_b0475,train/bdl/arctic_b0475.wav,Not a wheel moved in his empire.,bdl
lnh_b0223,train/lnh/arctic_b0223.wav,They likewise are disinclined to being eaten.,lnh
aup_a0070,train/aup/arctic_a0070.wav,He would first hunt up Gregson and begin his work there.,aup
ahw_a0244,train/ahw/arctic_a0244.wav,He was the soul of devotion to his employers. ,ahw
fem_a0535,train/fem/arctic_a0535.wav,A new preacher and a new doctrine come to Jerusalem.,fem
aup_a0488,train/aup/arctic_a0488.wav,Their love burned with increasing brightness.,aup
slp_a0516,train/slp/arctic_a0516.wav,"Also, there was awe in their faces.",slp
awb_a0229,train/awb/arctic_a0229.wav,It was the same way with our revolvers and rifles.,awb
jmk_a0353,train/jmk/arctic_a0353.wav,Here the explosion of mirth drowned him out.,jmk
aup_a0474,train/aup/arctic_a0474.wav,I sailed third mate in the little Vampire before you were born.,aup
awb_a0522,train/awb/arctic_a0522.wav,Such an act was in direct violation of the laws of the land.,awb
rms_b0263,train/rms/arctic_b0263.wav,Only once did I confide the strangeness of it all to another.,rms
aup_a0584,train/aup/arctic_a0584.wav,I have long noted your thirst unquenchable.,aup
lnh_b0114,train/lnh/arctic_b0114.wav,"He moved his position, and the illusion was gone.",lnh
ljm_a0263,train/ljm/arctic_a0263.wav,"Joan looked triumphantly at Sheldon, who bowed.",ljm
lnh_b0182,train/lnh/arctic_b0182.wav,I was in New York when the crash came.,lnh
lnh_a0582,train/lnh/arctic_a0582.wav,Daughtry elaborated on the counting trick by bringing Cocky along.,lnh
aew_b0140,train/aew/arctic_b0140.wav,"They edged nearer, and stood shoulder to shoulder facing their world.",aew
eey_a0564,train/eey/arctic_a0564.wav,"Then it is as I said, Womble announced with finality.",eey
aew_b0392,train/aew/arctic_b0392.wav,"Yes, sir, he answered, with cheerful alacrity.",aew
gka_a0095,train/gka/arctic_a0095.wav,A big canvas tent was the first thing to come within his vision.,gka
lnh_b0430,train/lnh/arctic_b0430.wav,They were babbling and chattering all together.,lnh
jmk_a0046,train/jmk/arctic_a0046.wav,"The girl faced him, her eyes shining with sudden fear.",jmk
rxr_a0271,train/rxr/arctic_a0271.wav,Now please give a plain statement of what occurred.,rxr
axb_a0306,train/axb/arctic_a0306.wav,He was pressing beyond the limits of his vocabulary.,axb
gka_a0244,train/gka/arctic_a0244.wav,He was the soul of devotion to his employers.,gka
rms_b0340,train/rms/arctic_b0340.wav,These quick little joys of hers were sources of joy to him.,rms
rms_b0499,train/rms/arctic_b0499.wav,"I said, and dismissed the matter as not worth thinking about.",rms
rms_b0100,train/rms/arctic_b0100.wav,"There was one chance, and only one, of saving Jeanne.",rms
aew_b0016,train/aew/arctic_b0016.wav,He chuckled as he pulled out his pipe and began filling it.,aew
lnh_a0546,train/lnh/arctic_a0546.wav,I lost my balance and pitched head foremost into the ooze.,lnh
ksp_b0100,train/ksp/arctic_b0100.wav,"There was one chance, and only one, of saving Jeanne.",ksp
awb_a0053,train/awb/arctic_a0053.wav,Suddenly his fingers closed tightly over the handkerchief.,awb
rms_a0271,train/rms/arctic_a0271.wav,Now please give a plain statement of what occurred.,rms
aup_a0354,train/aup/arctic_a0354.wav,Fresh meat they failed to obtain.,aup
slt_a0387,train/slt/arctic_a0387.wav,"Bob, growing disgusted, turned back suddenly and attempted to pass Mab.",slt
bdl_b0355,train/bdl/arctic_b0355.wav,There was proper division of labor in the work they individually performed.,bdl
ksp_a0490,train/ksp/arctic_a0490.wav,Both Johnny and his mother shuffled their feet as they walked.,ksp
eey_a0362,train/eey/arctic_a0362.wav,"Nope, not the slightest idea.",eey
rxr_a0457,train/rxr/arctic_a0457.wav,What I saw I could not at first believe.,rxr
ahw_a0410,train/ahw/arctic_a0410.wav,So we have to fit the boat throughout with oil lamps as well. ,ahw
fem_a0448,train/fem/arctic_a0448.wav,"I was Hump, cabin boy on the schooner Ghost.",fem
slt_a0153,train/slt/arctic_a0153.wav,MacDougall tapped his forehead suspiciously with a stubby forefinger.,slt
ahw_a0202,train/ahw/arctic_a0202.wav,"She turned, fearing that Jacques might see what was in her face. ",ahw
bdl_b0412,train/bdl/arctic_b0412.wav,"Ah, it was sweet in my ears.",bdl
slt_a0122,train/slt/arctic_a0122.wav,Two years ago I gave up civilization for this.,slt
awb_b0118,train/awb/arctic_b0118.wav,"We saw your light, and thought you wouldn't mind a call.",awb
bdl_b0317,train/bdl/arctic_b0317.wav,He did not believe in the burning of daylight for such a luxury.,bdl
axb_a0191,train/axb/arctic_a0191.wav,For a time the exciting thrill of his adventure was gone.,axb
aew_a0426,train/aew/arctic_a0426.wav,They do not know the length of time of incubation.,aew
jmk_a0400,train/jmk/arctic_a0400.wav,Manuel had one besetting sin.,jmk
ahw_a0547,train/ahw/arctic_a0547.wav,Men like Joe Goose dated existence from drunk to drunk. ,ahw
lnh_a0128,train/lnh/arctic_a0128.wav,This one hope was destroyed as quickly as it was born.,lnh
rxr_a0353,train/rxr/arctic_a0353.wav,Here the explosion of mirth drowned him out.,rxr
gka_a0060,train/gka/arctic_a0060.wav,"Anyway, no one saw her like that.",gka
bdl_a0090,train/bdl/arctic_a0090.wav,The singing voice approached rapidly.,bdl
aew_a0273,train/aew/arctic_a0273.wav,They are big trees and require plenty of room.,aew
slt_a0240,train/slt/arctic_a0240.wav,Wash your hands of me.,slt
ksp_a0200,train/ksp/arctic_a0200.wav,"He leapt again, and the club caught him once more.",ksp
ksp_a0587,train/ksp/arctic_a0587.wav,He had comparatively no advantages at first.,ksp
awb_b0207,train/awb/arctic_b0207.wav,"I'm as good as a man, she urged.",awb
lnh_a0148,train/lnh/arctic_a0148.wav,Now these things had been struck dead within him.,lnh
lnh_a0403,train/lnh/arctic_a0403.wav,His newborn cunning gave him poise and control.,lnh
aup_a0222,train/aup/arctic_a0222.wav,What part of the United States is your home.,aup
aew_a0355,train/aew/arctic_a0355.wav,A burst of laughter was his reward.,aew
lnh_b0095,train/lnh/arctic_b0095.wav,He heard a sound which brought him quickly into consciousness of day.,lnh
rms_b0465,train/rms/arctic_b0465.wav,But such divergence of opinion would constitute no menace to society.,rms
lnh_a0173,train/lnh/arctic_a0173.wav,The date was nearly eighteen years old.,lnh
clb_a0400,train/clb/arctic_a0400.wav,Manuel had one besetting sin.,clb
slp_a0003,train/slp/arctic_a0003.wav,For the twentieth time that evening the two men shook hands.,slp
ksp_a0350,train/ksp/arctic_a0350.wav,Is that Pat Hanrahan's mug looking hungry and willing.,ksp
awb_a0144,train/awb/arctic_a0144.wav,"Such things had occurred before, he told Philip.",awb
bdl_a0417,train/bdl/arctic_a0417.wav,"It is also an insidious, deceitful sun.",bdl
clb_b0448,train/clb/arctic_b0448.wav,Sandel would never become a world champion.,clb
ksp_b0039,train/ksp/arctic_b0039.wav,"Philip took a step toward Gregson, half determined to awaken him.",ksp
ksp_b0097,train/ksp/arctic_b0097.wav,"Besides, that noise makes me deaf.",ksp
lnh_b0123,train/lnh/arctic_b0123.wav,Neither could they understand the growing disaffection among Thorpe's men.,lnh
rms_b0066,train/rms/arctic_b0066.wav,"If I meet her again I shall apologize, said Eileen.",rms
rxr_a0073,train/rxr/arctic_a0073.wav,"The promoter's eyes were heavy, with little puffy bags under them.",rxr
gka_a0440,train/gka/arctic_a0440.wav,"Yes, sir, I corrected.",gka
axb_a0272,train/axb/arctic_a0272.wav,You can take a vacation on pay.,axb
ksp_a0169,train/ksp/arctic_a0169.wav,Suddenly Jeanne stopped for an instant.,ksp
clb_b0165,train/clb/arctic_b0165.wav,"He pulled, and the log crashed down to break his back.",clb
aup_a0307,train/aup/arctic_a0307.wav,"Very early in my life, I separated from my mother.",aup
eey_a0062,train/eey/arctic_a0062.wav,The men stared into each other's face.,eey
fem_a0240,train/fem/arctic_a0240.wav,Wash your hands of me.,fem
lnh_a0219,train/lnh/arctic_a0219.wav,At first he puzzled over something untoward he was sure had happened.,lnh
bdl_a0110,train/bdl/arctic_a0110.wav,"Much, replied Jeanne, as tersely.",bdl
clb_b0279,train/clb/arctic_b0279.wav,He gave one last snarl and slid from view among the trees.,clb
slt_b0338,train/slt/arctic_b0338.wav,"It was unobtrusive, yet it was there.",slt
ksp_b0216,train/ksp/arctic_b0216.wav,"I wish you were more adaptable, Joan retorted.",ksp
rms_a0297,train/rms/arctic_a0297.wav,There's a big English general right now whose name is Roberts.,rms
aew_a0278,train/aew/arctic_a0278.wav,It would give me nervous prostration.,aew
rxr_a0479,train/rxr/arctic_a0479.wav,"I tried to read George Moore last night, and was dreadfully bored.",rxr
slp_a0191,train/slp/arctic_a0191.wav,For a time the exciting thrill of his adventure was gone.,slp
clb_a0350,train/clb/arctic_a0350.wav,Is that Pat Hanrahan's mug looking hungry and willing.,clb
aup_a0552,train/aup/arctic_a0552.wav,"Yet he dreams he is immortal, I argue feebly.",aup
bdl_a0070,train/bdl/arctic_a0070.wav,He would first hunt up Gregson and begin his work there.,bdl
clb_a0028,train/clb/arctic_a0028.wav,"Robbery, bribery, fraud,",clb
ksp_b0361,train/ksp/arctic_b0361.wav,"There are the canals of China, and the Yang-tse River.",ksp
slp_a0268,train/slp/arctic_a0268.wav,Now go ahead and tell me in a straightforward way what has happened.,slp
lnh_a0213,train/lnh/arctic_a0213.wav,Between him and the beach was the cane-grass fence of the compound.,lnh
ksp_a0254,train/ksp/arctic_a0254.wav,"Straight out they swam, their heads growing smaller and smaller.",ksp
rxr_a0396,train/rxr/arctic_a0396.wav,A rising tide of fat had submerged them.,rxr
rms_a0154,train/rms/arctic_a0154.wav,"He was smooth-shaven, and his hair and eyes were black.",rms
ljm_a0548,train/ljm/arctic_a0548.wav,"Also, churches and preachers I had never known.",ljm
eey_a0081,train/eey/arctic_a0081.wav,What if she did not come to the rock.,eey
bdl_a0481,train/bdl/arctic_a0481.wav,"Nimrod replied, with a slight manifestation of sensitiveness.",bdl
eey_a0220,train/eey/arctic_a0220.wav,A dead man is of no use on a plantation.,eey
lnh_a0071,train/lnh/arctic_a0071.wav,What was the object of your little sensation.,lnh
slp_a0546,train/slp/arctic_a0546.wav,I lost my balance and pitched head foremost into the ooze.,slp
rms_a0562,train/rms/arctic_a0562.wav,What the flaming.,rms
axb_a0593,train/axb/arctic_a0593.wav,She'd make a good wife for the cashier.,axb
eey_a0052,train/eey/arctic_a0052.wav,It was a curious coincidence.,eey
clb_b0189,train/clb/arctic_b0189.wav,That is what distinguishes all of us from the lower animals.,clb
slt_b0451,train/slt/arctic_b0451.wav,You used to joyride like the very devil.,slt
ljm_a0331,train/ljm/arctic_a0331.wav,Poor little Crooked-Leg was terribly scared.,ljm
awb_a0339,train/awb/arctic_a0339.wav,"Encouraged by my conduct, Big-Face became a sudden ally.",awb
ljm_a0365,train/ljm/arctic_a0365.wav,These rumors may even originate with us.,ljm
lnh_a0342,train/lnh/arctic_a0342.wav,"Seventeen, no, eighteen days ago.",lnh
lnh_a0142,train/lnh/arctic_a0142.wav,"Such things had occurred before, he told Philip.",lnh
lnh_a0070,train/lnh/arctic_a0070.wav,He would first hunt up Gregson and begin his work there.,lnh
clb_a0537,train/clb/arctic_a0537.wav,He was an enthusiast and a desert dweller.,clb
clb_a0115,train/clb/arctic_a0115.wav,He had no excuse for the feelings which were aroused in him.,clb
clb_a0192,train/clb/arctic_a0192.wav,He did not rush in.,clb
clb_a0210,train/clb/arctic_a0210.wav,Its diameter was not more than two hundred yards.,clb
awb_a0469,train/awb/arctic_a0469.wav,"Captain West may be a Samurai, but he is also human.",awb
bdl_a0170,train/bdl/arctic_a0170.wav,There was none of the joy of meeting in his face.,bdl
ljm_a0105,train/ljm/arctic_a0105.wav,"Only, it is so wonderful, so almost impossible to believe.",ljm
slt_b0422,train/slt/arctic_b0422.wav,This was when the explosion occurred.,slt
slp_a0432,train/slp/arctic_a0432.wav,The boy at the wheel lost his head.,slp
bdl_b0279,train/bdl/arctic_b0279.wav,He gave one last snarl and slid from view among the trees.,bdl
rms_a0258,train/rms/arctic_a0258.wav,Soaked in seawater they offset the heat rays.,rms
clb_a0247,train/clb/arctic_a0247.wav,They ought to pass here some time today.,clb
jmk_a0218,train/jmk/arctic_a0218.wav,The ringing of the big bell aroused him.,jmk
rxr_a0166,train/rxr/arctic_a0166.wav,Two days ago Jeanne learned where her father's men were hiding.,rxr
lnh_b0001,train/lnh/arctic_b0001.wav,"Gad, do I remember it.",lnh
clb_a0011,train/clb/arctic_a0011.wav,If I ever needed a fighter in my life I need one now.,clb
lnh_b0431,train/lnh/arctic_b0431.wav,"Too much, he told me, with ominous rolling head.",lnh
jmk_a0164,train/jmk/arctic_a0164.wav,"He came first a year ago, and revealed himself to Jeanne.",jmk
rms_b0005,train/rms/arctic_b0005.wav,His slim fingers closed like steel about Philip's.,rms
ahw_a0168,train/ahw/arctic_a0168.wav,Low bush whipped him in the face and left no sting. ,ahw
eey_a0145,train/eey/arctic_a0145.wav,"I have to be careful of them, as they tear very easily.",eey
bdl_b0415,train/bdl/arctic_b0415.wav,There was nothing for us but the wide raw ocean.,bdl
axb_a0056,train/axb/arctic_a0056.wav,Pearce's little eyes were fixed on him shrewdly.,axb
ksp_a0426,train/ksp/arctic_a0426.wav,They do not know the length of time of incubation.,ksp
rms_a0316,train/rms/arctic_a0316.wav,"We had been chased by them ourselves, more than once.",rms
bdl_a0536,train/bdl/arctic_a0536.wav,He would destroy all things that are fixed.,bdl
rxr_a0025,train/rxr/arctic_a0025.wav,I was about to do this when cooler judgment prevailed.,rxr
rxr_a0327,train/rxr/arctic_a0327.wav,"They were less stooped than we, less springy in their movements.",rxr
awb_a0382,train/awb/arctic_a0382.wav,But in the canyons water was plentiful and also a luxuriant forest growth.,awb
ahw_a0082,train/ahw/arctic_a0082.wav,His face was streaming with blood. ,ahw
jmk_b0304,train/jmk/arctic_b0304.wav,His previous wives had never lived long enough to bear him children.,jmk
slt_b0321,train/slt/arctic_b0321.wav,"Instead, he arrived on the night of the second day.",slt
aew_b0264,train/aew/arctic_b0264.wav,But this time it was Saxon who rebelled.,aew
gka_a0251,train/gka/arctic_a0251.wav,I may manage to freight a cargo back as well.,gka
fem_a0357,train/fem/arctic_a0357.wav,"A month passed by, and Bonanza Creek remained quiet.",fem
ahw_a0219,train/ahw/arctic_a0219.wav,At first he puzzled over something untoward he was sure had happened. ,ahw
ahw_a0131,train/ahw/arctic_a0131.wav,Providence had delivered him through the maelstrom. ,ahw
clb_b0201,train/clb/arctic_b0201.wav,I also understand that similar branch organizations have made their appearance in Europe.,clb
ljm_a0230,train/ljm/arctic_a0230.wav,Do you know any good land around here.,ljm
slp_a0367,train/slp/arctic_a0367.wav,"There is not an iota of truth in it, certainly not.",slp
ljm_a0118,train/ljm/arctic_a0118.wav,Pierre obeys me when we are together.,ljm
lnh_a0038,train/lnh/arctic_a0038.wav,We'll have to watch our chances.,lnh
bdl_a0450,train/bdl/arctic_a0450.wav,No man ate of the seal meat or the oil.,bdl
ksp_a0295,train/ksp/arctic_a0295.wav,And twenty men could hold it with spears and arrows.,ksp
clb_a0455,train/clb/arctic_a0455.wav,"I obeyed, and a minute or two later they stood before him.",clb
jmk_b0522,train/jmk/arctic_b0522.wav,Nor would it thaw out his hands and feet.,jmk
rms_a0053,train/rms/arctic_a0053.wav,Suddenly his fingers closed tightly over the handkerchief.,rms
lnh_a0407,train/lnh/arctic_a0407.wav,"Mercedes screamed, cried, laughed, and manifested the chaotic abandonment of hysteria.",lnh
rms_a0368,train/rms/arctic_a0368.wav,I just do appreciate it without being able to express my feelings.,rms
rms_a0292,train/rms/arctic_a0292.wav,"Here, in the midmorning, the first casualty occurred.",rms
gka_a0397,train/gka/arctic_a0397.wav,"Call me that again, he murmured ecstatically.",gka
bdl_b0175,train/bdl/arctic_b0175.wav,Sheldon glanced at the thermometer.,bdl
rxr_a0053,train/rxr/arctic_a0053.wav,Suddenly his fingers closed tightly over the handkerchief.,rxr
ksp_b0364,train/ksp/arctic_b0364.wav,In the Bohemian Club of San Francisco there are some crack sailors.,ksp
fem_a0389,train/fem/arctic_a0389.wav,"Mab, she said.",fem
jmk_a0554,train/jmk/arctic_a0554.wav,"Jack London, Waikiki Beach, Honolulu, Oahu.",jmk
ljm_a0345,train/ljm/arctic_a0345.wav,She was trying to pass the apron string around him.,ljm
slp_a0449,train/slp/arctic_a0449.wav,"A sinewy hand, dripping with water, was clutching the rail.",slp
rms_a0514,train/rms/arctic_a0514.wav,We are consumed in our own flesh-pots.,rms
fem_a0135,train/fem/arctic_a0135.wav,"I am going to surprise father, and you will go with Pierre.",fem
awb_b0350,train/awb/arctic_b0350.wav,Stand off butcher and baker and all the rest.,awb
bdl_b0043,train/bdl/arctic_b0043.wav,It won't be for sale.,bdl
clb_b0061,train/clb/arctic_b0061.wav,"Something about it seemed to fascinate him, to challenge his presence.",clb
rxr_a0352,train/rxr/arctic_a0352.wav,"I'm sure going along with you all, Elijah.",rxr
aew_b0363,train/aew/arctic_b0363.wav,She was built primarily to sail.,aew
ahw_a0514,train/ahw/arctic_a0514.wav,We are consumed in our own flesh-pots. ,ahw
ksp_b0537,train/ksp/arctic_b0537.wav,But she had become an automaton.,ksp
clb_a0211,train/clb/arctic_a0211.wav,It drowned all sound that brute agony and death may have made.,clb
rms_a0392,train/rms/arctic_a0392.wav,"There is that magnificent Bob, eating his head off in the stable.",rms
aew_b0020,train/aew/arctic_b0020.wav,He made no reply as he waited for Whittemore to continue.,aew
aew_b0057,train/aew/arctic_b0057.wav,They have won popular sentiment through the newspapers.,aew
jmk_a0532,train/jmk/arctic_a0532.wav,May drought destroy your crops.,jmk
jmk_a0013,train/jmk/arctic_a0013.wav,"He was a head shorter than his companion, of almost delicate physique.",jmk
axb_a0259,train/axb/arctic_a0259.wav,Think of investing in such an adventure.,axb
bdl_a0311,train/bdl/arctic_a0311.wav,"Therefore, hurrah for the game.",bdl
awb_a0430,train/awb/arctic_a0430.wav,It was not exactly a deportation.,awb
jmk_a0268,train/jmk/arctic_a0268.wav,Now go ahead and tell me in a straightforward way what has happened.,jmk
ksp_a0408,train/ksp/arctic_a0408.wav,The Eldorado emptied its occupants into the street to see the test.,ksp
axb_a0547,train/axb/arctic_a0547.wav,Men like Joe Goose dated existence from drunk to drunk.,axb
lnh_b0108,train/lnh/arctic_b0108.wav,"It was a miracle, and I owe you my life.",lnh
ljm_a0518,train/ljm/arctic_a0518.wav,Illuminating oil was becoming all profit.,ljm
aew_a0095,train/aew/arctic_a0095.wav,A big canvas tent was the first thing to come within his vision.,aew
rms_a0529,train/rms/arctic_a0529.wav,"As I say, he had tapped the message very rapidly.",rms
axb_a0575,train/axb/arctic_a0575.wav,"There weren't any missions, and he was the man to know.",axb
rxr_a0533,train/rxr/arctic_a0533.wav,"Dunham, can your boy go along with Jesse.",rxr
clb_a0423,train/clb/arctic_a0423.wav,McVeigh when he returns from a trip to Honolulu.,clb
slp_a0061,train/slp/arctic_a0061.wav,Philip snatched at the letter which Gregson held out to him.,slp
fem_a0304,train/fem/arctic_a0304.wav,I graduated last of my class.,fem
jmk_a0149,train/jmk/arctic_a0149.wav,For an instant he saw Pierre drawn like a silhouette against the sky.,jmk
slp_a0057,train/slp/arctic_a0057.wav,"I have no idea, replied Philip.",slp
ljm_a0351,train/ljm/arctic_a0351.wav,It was more like sugar.,ljm
rms_b0254,train/rms/arctic_b0254.wav,At the same time spears and arrows began to fall among the invaders.,rms
lnh_b0413,train/lnh/arctic_b0413.wav,"He may desire to escape pain, or to enjoy pleasure.",lnh
bdl_b0064,train/bdl/arctic_b0064.wav,"I'm going down there with you, and I'm going to fight.",bdl
bdl_a0334,train/bdl/arctic_a0334.wav,He'll knock you off a few sticks in no time.,bdl
aew_b0450,train/aew/arctic_b0450.wav,"To my dearest and always appreciated friend, I submit myself.",aew
rms_b0504,train/rms/arctic_b0504.wav,"The life there was healthful and athletic, but too juvenile.",rms
ksp_a0495,train/ksp/arctic_a0495.wav,He bore no grudges and had few enemies.,ksp
awb_b0522,train/awb/arctic_b0522.wav,"Hans hurled himself upon the prostrate man, striking madly with his fists.",awb
slt_b0348,train/slt/arctic_b0348.wav,Would you be satisfied with that one hundredth part of me.,slt
awb_a0398,train/awb/arctic_a0398.wav,A rising tide of fat had submerged them.,awb
fem_a0229,train/fem/arctic_a0229.wav,The last one I knew was an overseer.,fem
aup_a0431,train/aup/arctic_a0431.wav,Wada and Nakata were in a bit of a funk.,aup
lnh_a0226,train/lnh/arctic_a0226.wav,That came before my A B C's.,lnh
lnh_b0047,train/lnh/arctic_b0047.wav,Suppose you saw me at work through the window.,lnh
